genes
PPP1R15A
RP11-353N4.1
CTD-2555A7.2
CCDC23
GPD1
OPTN
NRP2
AKAP6
KMT2E
PAK7
RTN4
LMBR1L
PCDH8
TTLL7
RUNDC3B
SNAP25
FGF14
SERINC1
VASH2
NBEA
EPHA5
APP
CEP170
REEP1
L1CAM
MAP2
ELOVL4
SRGAP3
YWHAG
GSTA4
SPINT2
MIR181A1HG
ZNF428
PLD3
NRCAM
SMIM18
CRABP1
EXOC7
RGMB
AES
PAPSS1
NPAS4
HIST1H2BD
EDIL3
VGLL4
DACT1
ADAMTS5
NTN4
ERO1LB
MAPRE3
TMEM161B-AS1
ARID5B
ZNF281
TMEFF2
SLAIN1
SORBS2
CHGB
PTMS
STMN4
SYP
SEMA6A
DDAH2
COMMD6
STXBP1
BRK1
SV2A
DUSP26
KCTD13
SERP2
RNF24
GRIN2B
CELF5
RALYL
PRNP
CSDC2
ASPHD1
C4orf48
KALRN
LHX8
PJA2
BMP3
BLCAP
ST8SIA4
PHACTR3
NDUFA5
NDRG4
CHD5
KIF21B
NRXN2
ARL6IP5
FAIM2
DKFZP761J1410
SCAMP1
ATRX
RUSC1
ENO2
MTUS1
SIAH3
ATXN7L3B
MAP4
LRFN5
SYT5
JARID2
LRRC7
STX7
C10orf35
ETV1
GPR85
NOS1AP
AP2M1
SVOP
POLR2J3
GNAO1
DMD
AKAP5
ARL4D
NPDC1
PRMT2
TNRC6C
TMEM106B
THSD7A
NELL1
MMP2
SEPT6
SLCO3A1
ZBTB38
USP33
PPM1K
PDP1
TMEM132A
CTNNA2
GABRG2
KIF3C
BCL11B
EVL
SGIP1
KLHL7
CLCN4
ZBTB16
TSHZ2
RBFOX1
UNC5D
SAMD14
SCN3A
ZNF148
LRRC4C
TRIM36
CLSTN1
PXDC1
SPTAN1
DPF1
RBFOX3
ELFN1
MAP7D2
PTPRR
FNBP1
PBX1
TOX2
SEMA6C
NKAIN2
ZNF711
FAM155A
ZC2HC1A
IP6K2
LDLRAD4
BEX2
EFNB3
ARMCX1
ANKRD36C
SPOCK1
PEG3
TPGS2
FLRT3
PNRC1
ZNF91
ST8SIA1
APC
FTL
TSC22D3
DLG2
TANC2
SYT4
SPATS2L
DPYSL2
HIST1H4E
SH3KBP1
LINC01122
SSBP2
EIF1B
HK1
NECAP1
HIST1H1C
AC140912.1
CIRBP
SCN2A
SLC32A1
CCDC112
FAM13C
TTC9B
TSPAN7
ATP5E
GLRX
EIF5
CYTH1
ARHGEF3
TOX
PTPRT
ERV3-1
NEGR1
NAP1L2
RTF1
GLRA2
ANKRD36
ATCAY
YWHAB
ANGPT2
GABRB3
DNM3
HERPUD1
LPPR5
BEX5
TBCC
AFF3
RUNDC3A
COTL1
BMPER
CALB2
PPP2R2B
FAM229B
FGF13
SLC6A1
SLITRK4
CELF2
NTM
DSTN
PCDH11X
CDKN2D
KIF5C
RHOB
LPPR1
SMPD3
DCTN3
CHN2
NTRK1
CACNG2
MARCH6
AP1S2
SFXN3
LRRTM2
PTPN5
TAOK3
HIVEP3
PDE4D
GRM3
MKRN1
TNIK
IGSF21
SPON2
SATB1
B3GALT2
SNAP91
CBFA2T3
RP11-2E11.9
MTMR4
NYAP1
GABRB2
DUSP6
EPC1
CAMK2B
RAB3C
CCNG2
TMEM57
SARS
DNM1
KIAA1107
POU2F2
ATP8A2
DNMT3B
NCKAP5
NAV1
LINC00966
LPHN3
INHBA-AS1
GFOD2
EFNA3
MAP1LC3A
KCNC2
NAP1L5
GBX2
WBSCR17
NUAK1
SHROOM2
BEND4
GALNTL6
NRXN3
KBTBD6
CES4A
LUZP2
TMEM14A
TAC1
CHL1
DPYSL3
RGS7
FRZB
THY1
WHSC1L1
SLC22A17
FRMD3
ATP6V0A1
KIF2A
LRP1
MAGED2
DSCAML1
RP6-65G23.3
SEPT3
FRRS1L
CBLB
SUV420H1
XPR1
RP4-798A10.7
KLHL35
AL590452.1
GPR82
WNK3
SAMD5
FRMD4A
BACH2
DDX25
DMTN
RAB6A
BEND5
KLHL28
PARP8
LINGO1
ETV5
C2orf80
ARG2
CDC42
ST7
PCP4
PRKCB
DACH2
MAPK8
GPR19
SPSB3
AMER3
MARCH4
AK1
TBC1D30
NME3
KIAA2022
CD27-AS1
XKR4
SRCIN1
MARK3
PPP2R3A
SYT13
NBPF1
HECW1
ERC2
ASXL3
ACKR3
TMEM132B
HOMER1
NMT2
GRIK2
BZW2
MORC2-AS1
CSAD
SHH
ELAVL3
OLFM3
CNTNAP4
FSCN1
RIMS2
LINC00237
TENM2
DICER1
JAZF1
ID2
EEF1A2
SBNO1
NUDT3
ROGDI
MPPED1
KIAA1109
LAMB3
RNASET2
KIF1B
TMEM35
RAC3
FXYD7
GFOD1
RBMS3
CTTNBP2
ANKRD46
TDG
PEG10
FAT3
GOLGA7B
RP11-640M9.1
TLN2
KCNIP1
PFKM
ARRDC3
KCNJ6
TLE4
ATXN1
GFRA2
CNTN1
SYT14
PPP2R1A
SERPINE2
KIAA0895L
MYO16
RRAGA
DOCK4
LAMB1
TLE2
GPR27
MYADM
PTPRD
KHDRBS3
MKKS
LONRF2
CA10
ANKRD50
RP11-510C10.2
NMT1
SCRT2
AMER2
MCF2L
MRPL1
SNHG15
MGEA5
USP11
C20orf194
NDFIP1
SPTBN1
CBX6
ST3GAL5
ASH1L
PPP3CA
NETO2
PHYHIPL
CALM3
SSR2
SCN3B
NAT16
LYRM9
PAG1
CHGA
LHFPL3
ALCAM
RAPGEF5
CELF6.1
RGMA
GABARAPL1
CHST2
DRAXIN
RBM5
CPEB3
HPCAL4
DIRAS2
ZC3H18
RSF1
ACD
KIAA1244
RP1-3J17.3
SDC2
JUP
DOK6
GNAL
DLST
GABRA1
CCDC28B
KDM5B
SAT2
ZNF385D
FBLIM1
GABRB1
SLC4A7
KAZN
LRRN3
NLRP1
PNMAL1
LINC00693
GNPTAB
TSPYL1
CDH8
ERGIC2
KIAA1279
C1orf35
PTPRO
NRSN1
NTRK3
MBP
NDUFAF2
PDCD7
REM2
NUP93
GTF3C5
FTX
AASDHPPT
KIF5A
APH1A
ADPRHL2
ALKBH7
NDUFV1
ASGR1
APBB2
BIN1
EPB41L1
NCAM2
CLK4
ITSN1
LEPROTL1
ZC3H6
RAB1A
SEMA3E
TMEM59L
CTNNA1
SYT6
NT5C2
SCRT1
TCEAL2
TMOD2
SEMA6D
TMEM25
RTN3
UNC79
SBDS
PRKAR2B
CELF3
NFASC
GPR22
NPAT
IDS
SPRY1
PWAR6
CLVS1
TCEAL4
KLHL29
PTN
MUT
ATG5
GABRA3
DDX24
EMC10
DPP6
ITFG1
RUSC2
JAKMIP1
TIMM9
SDF4
LINC00969
MRPS5
WDR33
RP11-58B17.2
NPAS3
SCML2
ATP13A2
ZNF821
MAPK6
PCDH9
SAP30BP
CCSER2
LRRFIP1
C15orf61
KPNA3
NGDN
AKIRIN2
CAMSAP2
ARHGAP44
NECAP2
PSMA6
SMCR5
PFKFB3
SRRM3
ZNF793
ATXN2L
PPP1R18
CCK
GDPD1
FAM161B
PPFIBP1
DOK4
API5
ATP6V1G2
SEPW1
DPF3
MRPS2
RP11-284N8.3
CDKL2
SPOCK3
PUS7L
MRPS31
ZNF37A
GRK5
TOPORS
SULF2
CACNB4
QKI
PFDN5
ANKS1B
C14orf37
ZIC4
ZNF583
TUBGCP2
CTNND2
AARS
SCN9A
COX14
GPR161
KLHDC9
RP4-791M13.3
PGP
NRBP1
FRY
KAT5
RIMS1
AKIRIN1
DGCR14
RP11-196G18.23
LINC00617
PANK4
TRIM33
CACNG3
TMEM39B
WFDC2
VPS41
HBS1L
FAM49A
FAM133A
NRDE2
VSNL1
RNF145
CHST1
BAG5
NCAN
CTD-2126E3.4
FBXO44
KCTD16
TOM1L2
NEFM
YME1L1
MLLT3
NT5C3A
PLA2G4C
CCDC127
WDR45B
CPSF7
PNPLA8
IQSEC3
PCNXL4
NFKBIL1
STARD4-AS1
TTC21A
CMTR2
YIPF6
PPFIA2
GUK1
MICAL1
BROX
PPP2R5C
MED17
TENM1
TOR2A
BCS1L
TRH
KB-1980E6.3
RPH3A
C22orf42
KATNBL1
RSBN1
ETS2
B3GAT3
VTA1
C12orf65
CCDC174
ALDH5A1
PNOC
REV3L
PPP2R5E
LRTM1
TPD52L1
TMEM150A
RCAN3
FAAH
TSHZ3
ZIC1
SMU1
ACVR2B
CHRNA3
SSR1
ZFHX3
PRR7
FAM134A
ISY1
SYN1
FBXO11
DCUN1D4
HAUS3
LRRC20
RPS6KL1
SMAP1
LINC01116
COL6A1
SCAI
OBSCN
HIST2H2AA3
PLXNA4
CACNG8
SECISBP2L
RNF216
CIR1
SGCB
NEIL1
NDUFB11
HUWE1
TMEM196
NELFCD
FLYWCH2
FNDC4
CCDC43
PHF1
ARFIP2
CALB1
TNFRSF21
GTPBP3
DYNC1H1
FAM76B
GRIP1
SLC12A5
CCNC
TIMM22
C19orf60
KBTBD7
EXOC5
REEP2
HERPUD2
TUBGCP4
ZC3H13
TINF2
RP11-195F19.5
TSN
ERCC3
SURF2
DZIP3
SNAP47
VCAN
BPTF
TRMU
PPM1A
CHRM3
HDGFRP2
SMPD4
DOHH
ZBTB14
PNMAL2
CACNA1G
LGI1
GABBR1
JOSD1
SLC39A6
VPS4A
C1orf50
TMEM255A
CUX2
SEC22A
ERC1
PRR14
IDH3G
TPST1
VPS45
AASDH
ZBED5
TRAPPC3
CHD4
WDR6
FKBP1B
FNBP4
CORO1A
NALCN
RICTOR
SERPINI1
SMARCA1
ACVR1C
ZIC3
SEMA4A
DLD
SLC1A6
C10orf118
CNOT8
CHORDC1
TRIM3
SRPK2
ELAC1
PSMF1
TMEM150C
VGF
ESF1
DNAJC12
UNC119
SDHAF2
MOB2
SUCO
CSNK1D
CACNA1E
AKAP8
PTPRN
ARHGEF12
VTI1B
PRKCZ
TMEM11
PPP1R9B
SLC41A3
MRFAP1L1
KCNMB2
INPP4A
TAF7
FGD3
SFSWAP
HSDL1
PCDH7
KSR1
REEP5
PGAP1
TBC1D5
AKT2
LINC00599
FGF12
CXXC1
SPATA5L1
NAV2
TOR1AIP2
UBA1
HIST1H2BN
HNMT
UBQLN4
FABP6
CLASP2
ATP1A1
CLASRP
PIBF1
MTSS1
BRWD1
TTC37
EYA1
CREB3
KIAA2026
PHACTR4
POLR2M
DXO
MRAS
ATF2
EMD
DVL3
CDC42BPA
LMTK3
ANKS3
KLHL36
CALY
COL9A3
CLPX
COX7A2
NOL4
RP11-166O4.6
C11orf30
DYNLT3
EHMT1
TFPT
ASCC2
DNAJC7
IRF2BP2
KLF10
THSD7B
MAGEE1
PLXNB1
SLC38A2
TRMT10C
MTF2
EYA3
ATG4D
MARK1
ZNF302
YIPF4
ZNF227
DUSP11
CPEB4
CLN5
ZNF644
RBM15B
OXSR1
CALCOCO1
RNF34
RP11-15A1.3
PTPRN2
MRPL49
TACC2
FARP1
IL1RAPL1
FAM200B
SH2B2
LRRFIP2
CDC40
MAGEL2
CD276
PCGF3
OPCML
ZBTB43
TXNIP
PDIK1L
MED7
SETMAR
CDH4
ACOT2
ZNF521
WBP1L
RP11-127B20.2
ARL8B
TMED9
PITHD1
TMEM192
HECW2
SERTAD4
DIRAS3
CSMD3
APC2
NUP153
C9orf72
GLYR1
FBXO28
RP3-525N10.2
ARL8A
MICAL3
CDK17
C9orf64
SUGP1
CLSTN3
RNGTT
TMCO3
FAM45A
PISD
MED21
ATP6AP1
SMAD1
C6orf211
PACS1
GABARAPL2
ATP8A1
MDGA2
CREBZF
RNF152
NHSL1
VPS26B
FAM126B
SBK1
KLHL8
LRRC49
POLR3H
AGAP2
ADAMTS10
TRIB2
PLEKHA5
CEP95
NOC2L
CTHRC1
GSPT1
CIZ1
MAST1
PRR4
WRB
SLC25A17
SLC45A1
KCTD5
ZNF326
HIST1H4I
GTF2H2C
SCG2
LRRC61
PLRG1
EIF2S3
FTO
RIMS4
DNAJC4
LINC00909
LAMTOR3
SLC16A14
TTC1
FAM204A
BEX1
KLHL9
DCLK2
CDK16
TM2D1
NAA30
DHX32
ANKRD45
SCAMP4
MED19
PIAS2
GPATCH2
PRPSAP2
AZIN1
ARMC8
NFU1
SHISA9
CTU2
KAT6B
C1D
WDR86
C7orf60
CLIP2
RASAL2
CCZ1
GUCY1A2
ABCG1
SYNC
DAB1
HEXDC
COMMD1
ZNF804A
ZNF439
HERC1
TRIM46
NUPL2
MTMR14
RNF214
KCMF1
HNRNPH2
HEATR6
MORF4L1
ZCCHC18
PSMD12
XKR6
PXK
KIAA0907
BICD1
CDK5R2
FUT8
ASIC1
ANKMY2
UBE2D1
LRRC26
VAT1L
SNURF.1
HCG18
YPEL1
TM9SF3
VPS37A
KDM6B
ADAM19
ZZZ3
NFAT5
EPS8L1
PPME1
PDE12
NME7
RAB18
RPS19BP1
OSBP2
C20orf96
ZNF721
NPRL2
UBL4A
SMIM11
PIM3
AKAP1
NR4A2
GALNT2
MAPK3
ZNF230
FAM188A
INSIG2
WDR47
LIN7C
TMEM138
RP11-513I15.6
MED1
UROS
LENG1
ZMYM5
EGR1
SMEK1
KIAA1958
ZBTB44
MAP3K9
PURG
RIN2
LRRC40
LARP1
PPP1R14C
ANKRD13D
FAM171B
ZMYM2
KDM3A
CWC25
ZNF501
ZBTB17
DSG3
SAFB2
DAPK3
PIGH
RFPL1S
RABL2A
ARFGAP3
RAP2B
IFNAR1
RAI1
TTC9C
NFYB
AHDC1
CITED2
UBQLN1
NPB
SHISA5
EP400
PCDHGB6
PLAA
ZNF32
CEP350
KSR2
NCOA5
PHAX
RFK
ZNF394
MACROD2
KIAA0355
TAF5
ACVR1B
NOVA2
FBLL1
DNAJC11
WDR70
NARFL
AC021860.1
HP1BP3
MBD5
RAB22A
DYNC1LI2
PRRT2
OSTM1
DDX6
LOH12CR1
PTDSS1
RP11-398K22.12
FBXO21
PEX16
SLITRK1
GPRC5B
FAM13B
ZNF844
SEZ6L
FAM169A
GNPTG
RP11-673C5.2
MAPKAPK5
GALNT18
PRKACB
CDKL5
RELN
SAR1B
ACOT8
RARS2
RNF26
MYD88
GPRIN1
KDM1A
PAF1
SNHG9
SLC9A6
MTO1
GABRG3
YTHDF3
JUNB
LYST
TUSC2
ASTN1
ERCC6L2
NDUFAF5
COX7A1
CAMK4
GNB1
CNN2
PDE9A
GAPVD1
HACL1
KCTD12
DLGAP4
PKIA
PPP2R4
BRD9
RPP25
KRT10
NAV3
PCDHA9
TBC1D14
AQR
SFI1
COPB1
ASAH1
TIMM44
DMXL2
BIN3
NAPB
RPUSD1
SNX10
TTLL1
RNF121
TRAPPC6B
OSER1
ZNHIT6
LDB1
OCIAD1
RAB9B
BCAR1
GALT
LNPEP
CNR1
AGAP1
ZNF579
SETD8
OGG1
ZNF430
CTNND1
ZFAND5
PRPF3
RAB5A
FBXO18
REXO4
DLG4
TTC21B
DNAL4
ANK2
DBN1
NR4A1
SGSM3
SNRNP35
LRRC16A
PIK3CA
PSD2
NCKAP1
MPP2
SPRY2
UBE2Q2
MAFG
STAU2
FAHD1
GRM5
SPOCK2
SCAP
SLC4A8
SCUBE3
SPG11
PDE4A
N4BP2
TPT1-AS1
DROSHA
EGLN2
PSMG4
C3orf38
ILF3-AS1
ALDH2
B3GALT1
SERGEF
PCGF2
MYO9A
GIGYF1
MINPP1
UNC13A
PREP
DHRS7
PCIF1
ARRB1
POLR3C
BTRC
MPHOSPH8
IL10RB
RP11-490M8.1
ZKSCAN1
USP15
TENM4
GOLGA8B
MOB3B
ZBTB25
YLPM1
DNAAF2
TARBP2
LMO4
GPRASP1
TMEM39A
VPS16
ADCY1
RGN
LINC00526
UBE2J2
AUTS2
STRN3
BRSK1
MLX
CCDC71L
OSBPL5
MMP24
ME3
PHACTR1
TIPRL
PML
CCZ1B
UBAP2
TAB1
MED6
RP11-196G18.24
KIAA1328
PTP4A2
MACF1
KIAA1211
WDR44
GUCY1A3
CYB561A3
C3orf14
TMEM63B
SH3GL3
PDE7A
CCND3
AP5Z1
JAKMIP2
CERK
ATMIN
TUBB4B
SEC63
ZNF766
RIOK3
UAP1
C2orf68
BBS10
CBLN2
ZNF675
TOB2
SMARCAL1
SEP15
VPS29
CUX1
CEND1
CRY2
CHKB
MAD1L1
HCCAT3
DNAJC18
MICU1
CLIC4
GIPC1
NIFK-AS1
UGCG
ARHGAP33
EIF4E
ASXL1
AMIGO2
C11orf80
GRB2
TMEM184C
SENP5
ZNF236
FAM104A
RNF150
MICU3
CACNA1B
ZNF136
RNF8
LRFN2
ARL14EP
POU4F1
ZNF677
SULT4A1
R3HDM1
FAM189B
KMT2D
NKAIN1
LGMN
AP3D1
ZFAND3
LEMD3
THRB
DHPS
FAM110A
KRAS
DUSP12
ATP6V1A
FMNL1
DLGAP1
NXPH2
WDR73
RIMBP2
TARSL2
TNRC6A
YTHDF1
CREG1
TRIAP1
BBS2
SPNS1
TMCC3
CACNB3
LHFP
ZNF143
LRCH2
CASC4
NFRKB
ACPL2
IER2
ZNF346
CBX4
CRNKL1
ARL4C
VPS11
CCDC176
KLHL12
TENM3
KCNMB4
QSOX1
CAST
MYO5A
ZNF891
PGBD1
ARX
ZNF200
MTMR7
KTI12
ETFB
DDX49
GPCPD1
KIAA0930
AC012358.8
KCNMA1
RBFA
GATS
AP3S1
UTP6
RPP21
TATDN3
LPCAT1
C14orf132
ACTR6
C17orf58
UGGT1
KLHL20
TRIM11
ZNF627
LEPRE1
UTP14C
UNC45A
TCHH
GTF2F1
PLCL1
SCAPER
EFNB2
HIST1H2BK
SGPL1
MAU2
UBA6-AS1
ADAM10
USP10
CLDN12
TIMP2
MBOAT7
TACC1
PRMT10
USP9X
TMEM91
KIAA1429
TRAF3IP2
DOPEY1
RBM23
SLC25A27
BBS7
PAAF1
PHF21B
MOSPD1
AMPH
ZNF2
HECTD4
UBE4A
ZFR2
MFSD11
ANKRD44
ARMCX3
NRBP2
PARP6
CDK12
CSNK2A2
NIPAL3
RP11-390B4.5
SUPT7L
LRCH3
PPP3CB
DNAH14
NPTX2
CDKN2AIP
LTN1
ZNF765
DOT1L
LIAS
GS1-251I9.4
ATP9B
SLC30A9
RBM26
YPEL4
ZNF559
FBXW11
CORO2B
TTL
TBL2
RNF25
BCL7C
PIGU
TMEM159
ACTR2
RSAD1
HMGCLL1
SLC25A38
C12orf4
ZNF880
ALAS1
SNHG12
MTFR1L
VPS28
ANKLE2
ISLR2
SMARCA2
ZFR
BPGM
RAB11FIP2
DHRS1
EHBP1L1
KIAA1841
BBS9
FDXACB1
DCP1B
C12orf43
SHARPIN
RP11-385D13.3
RBM18
LIN7A
SMN2
TTC13
RGL2
NFIL3
CDC16
RAB6B
PCDHB15
DCLK1
ETNK1
VWC2
SENP7
RNMTL1
SRGAP1
TSR3
HENMT1
ARID1B
CTIF
NCOA1
GARS
DTNB
WIPI2
STX1A
C5orf42
IGDCC4
JPH3
PIK3CD
FAM212B-AS1
MFN1
GSKIP
MED20
ARIH2OS
APPL1
LRIG2
SPHK2
USP32
ZFP64
CADM2
USF2
SCMH1
CYP2U1
C2orf42
LYSMD3
CLOCK
PCAT6
EXT2
PJA1
DDRGK1
INPP5K
ZC3H8
SPOP
RP11-620J15.3
TEX261
EPRS
PPFIA1
SIK2
ATP6V1C1
SUPV3L1
UBE2O
CNIH2
MAPRE2
WDSUB1
PDZRN3
RHOT2
RORA
AGO1
TMEM208
SUN1
DCP2
GDE1
SNX30
USP8
AC159540.1
EPB41L2
FAM49B
ZNF781
STRIP1
KMT2A
PTPRF
RAPGEF6
PIK3R1
CCDC64
PIGQ
GOLGA6L4
LA16c-431H6.6
AEBP2
C8orf76
DUSP8
DDX23
ABCB8
NSF
TPD52L2
MEF2A
PARG
C17orf97
ACSL6
TVP23C
CPT1C
RNF170
KDM2B
DDAH1
AP5S1
LYG2
WDR82
MEN1
ARMCX4
CNPY2
CEP97
HERC4
ATP6V1H
PHF14
PRAF2
DDX55
BTBD10
C16orf45
SETD4
EPS15L1
ATL1
NLGN3
MESDC1
FAXC
AMOTL2
ISCA1
FAM115A
CAPN7
OPA1
UBLCP1
SRCAP
TMEM179
EDRF1
MBTD1
MAFG-AS1
CHML
TRIM44
SIRT3
ZNF830
ECEL1
KIFC3
DHX29
SDR39U1
ERRFI1
MARCH9
PXDN
STRADB
TMEM246
MTMR6
ABTB2
ZCCHC11
MAGEE2
TBC1D19
MARS
EFCAB7
TOMM70A
C11orf96
NCDN
WDR92
C10orf2
METTL8
NPTXR
SESN1
RP11-796E2.4
STX12
TNR
TMEM50A
LRRN1
RPAP2
ARL10
PRRC1
OTUD5
CHMP6
RP11-295P9.3
RSBN1L
SNX27
RINT1
RP11-384F7.2
DHX8
ZNF212
C17orf49
ZSCAN18
PRKAA1
TAF9
GNRH1
RHOBTB2
INTU
WWP2
CLTB
ZNF512
PAN3
WASF1
NIPSNAP1
DNAJB9
DUSP18
TMEM151B
DCTN5
PALB2
METTL6
C1orf56
C3orf18
CTDNEP1
MRPL32
ZNF354A
FRA10AC1
TTLL11
TUSC3
DHX36
EPM2AIP1
TYK2
SEMA3C
SLC35A3
DENND5B
DGKI
IREB2
RAB30
ZNF17
R3HCC1
BEX4
AKAP10
MGLL
TRA2A
RDH13
NCOR1
PRRC2A
FAM110B
TBC1D20
SEPT4
ZNF671
ZNF667
EML4
CBWD6
MAP2K5
FNTA
TMEM87A
TXNL4B
MLLT6
NF2
RP11-47A8.5
EEFSEC
VPS8
PLCXD3
C12orf44
BIRC2
LEPREL4
DLGAP2
MAP4K5
TMEM41A
LSM10
APOA1
CAMKV
IKBKG
AC004951.6
CD2AP
UPF1
TMEM44
TRMT10B
MFHAS1
XPO7
RP11-469M7.1
UPF2
CAPZA2
BCYRN1
RIC8B
HIF1AN
ZNF692
BUD31
NR2C1
MAML2
MATR3
ZNF462
ACAD8
ABTB1
DHRS13
B3GAT1
CMPK1
AK9
FAM84A
BMPR1A
PTPRS
LYPLA2
