genes
LPPR1
SMIM18
LINGO1
YWHAB
FAM13C
LRRTM2
ZNF467
BEX4
SEPT3
SLC1A2
ZSWIM6
ROGDI
NKAIN2
NMNAT2
KCNA5
CCDC23
ARG2
FAM84A
PWAR6
LRRC7
DLG4
RTF1
FOXP4
C2orf80
TMEM35
SCG3
TMEFF2
CPNE5
TANC2
AUTS2
RIMS2
AC021860.1
GUCY1A2
ELOVL6
PDYN
OLFM2
TCEAL4
KCNIP1
YWHAG
REEP1
WASF1
MAGED1
ITFG1
IP6K2
RGS17
FAM229B
MKRN1
PRMT2
YWHAQ
ANKRD36
LRRC3B
FAT3
PGAP1
GRIN2B
SYT4
NRG1
SNCA
WHSC1L1
WFDC2
PUS7L
CTNNA2
PPP2R3A
SPSB3
FBXO44
SPOCK1
PPP2R2B
ASNS
MAP1LC3A
GRM3
ANKRD46
ZC3H6
RNASET2
ELOVL4
MYCBP2
BTG1
C14orf37
EXOC7
RUFY2
ANKS1B
FAIM2
CHD9
SAMD14
L1CAM
PLEKHH2
SYP
MEIS1
KLHL35
EPHB1
MAP9
NDP
ODF2L
DNM3
PPP3CA
SYT10
CAMK2B
EFNB2
CACNG8
COX7A2
HP1BP3
STX7
PPP1R15A
COL9A3
KIF3C
DLGAP4
MAGI2
PKIA
EVL
COTL1
RUSC1
DCTN3
SBK1
KALRN
TMEM132A
GRIA1
ZNF148
MSANTD1
RP11-161M6.2
SMARCD3
LINC00632
CDK17
RP6-65G23.3
CCDC28B
FGF14
INHBA-AS1
FXYD7
TUBB4A
SUV420H1
ELAVL3
LINC00599
TMEM57
PRNP
YWHAZ
PRDX5
DSTN
RGN
DNM1
TMEM14A
FAM155A
LEMD1
SLCO3A1
MORF4L2
MATR3
POU2F2
MEX3B
PNMAL2
PPP2R1A
ATXN1
COMTD1
HIST1H2AC
EFNA3
TSHZ1
SYBU
TENM2
PTPRD
KIF21B
NPAS4
SEMA4A
SIX3-AS1
DUSP26
MEIS3
NECAP1
NDRG4
C10orf35
SLC12A5
GNAL
MAP2
HSDL1
FLRT3
C10orf11
EFNB3
CACNB4
FRRS1L
RAB2A
NLRP1
LINC00617
SCRT2
DMTN
TSC22D1
TUSC3
CCDC176
PAG1
MRFAP1L1
KDM5B
GLRX
ERC2
CHD5
TAGLN3
FBLIM1
PRKAR2B
GDAP1L1
STAU2
SOCS2
GPR27
ADRA2A
NUDT3
RSBN1
CNR1
ZNF281
SEPT7
PCDH11X
MEAF6
PPP1R9A
RFPL1S
NGEF
ARGLU1
ZNF608
SEMA6D
LMO4
MPPED1
THSD7A
AKR1C2
MTSS1
ANKRD45
GNPTAB
SLC39A6
STK32A
KIAA1109
SCN3A
JAKMIP1
LDB2
ATP13A2
AFF3
APC
GFOD2
DDX25
SUSD4
GRK5
ZNF33A
LINC01109
HOMER1
WRB
C10orf118
HK1
ATXN7L3B
MTMR4
PDE4B
GSTA4
ANKMY2
PAX6
CLSTN1
ZNF385D
TMEM108
GAS2L3
JARID2
SERP2
KDM6B
CTTNBP2
PENK
MARCH3
WNK3
CACNA2D3
CNTNAP5
PTPN5
HECW1
DPP6
FAAH
KIAA0895L
SRCIN1
PTDSS1
ATL1
RAPGEF5
REV3L
KCNG1
CHL1
LYPD1
IRF2BPL
SEMA3A
LINC00461
RSF1
AC004540.5
ASPHD1
PISD
GABRA1
MAML3
DCC
SLC22A17
DPF1
PTPRR
HMGCLL1
ADCY1
NEDD9
MAGED2
ALCAM
ZADH2
DACH1
TSPAN9
SNX10
ZBTB38
CCNG2
EFHC1
NRSN1
ANKRD36C
FAM49A
ZSCAN18
DYNLL1
SYT14
C15orf41
TENM1
PPFIA2
AP1S1
LPHN3
ARMCX1
GPRIN3
MARK3
HIST1H2BD
IRS1
ZNF793
RAB6A
LGALSL
NGFRAP1
SRPK2
HENMT1
APBA2
RAB33A
MAPK10
RP11-617D20.1
NPAS1
TMEM196
SPTBN1
VPS28
PLCXD3
IGSF3
TTC21A
BNIP3L
PTCH1
APC2
GABRA3
PREPL
GRIK2
ZNF91
AC018470.4
KCTD16
PDE2A
GRM1
BTBD10
PCM1
EPHB6
TMEM25
MDFI
CCNI
SKAP2
B4GALNT1
UNC79
KLF7
RUSC2
GABARAPL2
SLITRK1
ASXL3
PGRMC1
RBFOX3
PTPRM
KIF1B
ARF3
POLR2J3
MAP6
RCAN3
ARHGEF12
MACROD2
EPHX1
CDK5
AKR1C1
PHF14
JUP
CAMK2G
PRKCZ
TDG
LYRM9
CHMP2A
CROCC
AC004540.4
PNPLA8
ASH1L
CDKL2
UNC5D
CTD-2555A7.2
NRXN2
SLC16A14
CCDC112
MN1
NYAP1
SERTAD4-AS1
CELF3
LMBR1L
STC1
B3GALT2
NAP1L2
LRRTM4
OLFM3
ROBO2
HPCAL1
TRIM46
SRGAP1
PEG3
CACNG2
ATP6V1H
SCAPER
KIAA2022
GDPD5
ZNF583
UBE2D1
CSPG5
ETS2
SECISBP2L
C16orf45
KLF3
BIN1
RP11-89K21.1
RAB1A
IRS2
CAMK2D
RP1-23K20.2
NEGR1
AP2M1
SULT4A1
MVB12B
C11orf87
CALY
IL1RAPL1
RB1CC1
KCNMA1
PEG10
INPP4A
FGF13
TES
TBC1D14
PPP3CB
KLHL36
ASGR1
NPB
DKK3
ALPL
LPHN1
ATP6V0B
KMT2E
GPR149
DOK6
VSTM2L
FAM161B
TGFA
TMTC4
DTNB
HS3ST1
LPPR5
WLS
GPR22
ADAM23
CCDC85A
STOX2
PFKM
CADM2
MAPK6
FZD3
CACNA1E
TCHH
SVOP
CTNND2
RP11-706J10.2
DPYSL2
PDE1B
SH3GL3
ARF5
PICK1
KSR2
CPLX2
BAI3
CLMP
DIXDC1
HERC3
RDH10
AP1AR
ATP9A
ATPIF1
OCIAD1
SLA
XIST
TENM3
AASDHPPT
NCAN
FYN
FAM115A
GDPD1
SERPINE2
LINC00643
WDR60
RP11-499P20.2
CADPS
PSAP
RNF24
STX1A
CA11
C20orf194
RPS6KL1
NME3
NUAK1
KAT6B
PIANP
MGST2
ZNF667
LRRIQ1
ANKS3
RP11-490M8.1
KIT
FRMD3
GABBR1
CLRN1-AS1
PCP4
ST3GAL5
FAM117B
PDZD4
PTPRT
RASA4
FMNL1
RGS9
GOLGA7B
NRP2
GALNTL6
SHISA9
CXCL14
CHGA
GRM4
VSNL1
DIRAS2
PTPRG
TXNIP
NIPAL3
GPRASP2
HIVEP3
RP4-798A10.7
AK1
SNAP91
ZC3H13
VPS26B
PCDH8
C1QTNF4
NUDT14
TCEAL5
CPEB4
CDK20
VDAC3
NT5C2
TBCC
RP11-490G2.2
FKBP1B
NIPSNAP1
NEFM
CRIP2
ST8SIA1
SYT13
TARBP1
RGS2
MOK
TSTD1
TSPAN2
TAF7
BRK1
FAM169A
LRRC1
FAM65B
SHANK2
SORL1
DICER1
LUC7L3
CNIH2
TXNDC16
DOCK4
SCN2A
ERC1
CBX1
ALDH5A1
ENDOV
PHACTR3
FNDC4
WBSCR17
WAC-AS1
IPCEF1
RP11-308D13.3
FAM227A
KAZN
ATAD1
SPHKAP
PTPRN2
TMEM200A
MAPRE2
SRRM3
NFS1
MGAT4C
DCBLD2
MED13L
STRBP
CCDC106
KCTD13
MED19
ATP6V0A1
KCNAB1
SCML4
HRH2
PPM1B
BEX5
CDH4
DUSP8
DOK4
CSMD3
ADORA1
KIAA0930
IDS
CHCHD6
GNAQ
CEP19
MMP11
STOML1
LRRC24
LRRC55
CBLN2
RBM5
DENND6B
TMTC1
SLITRK4
GPLD1
CREG1
TSPYL1
TOM1L2
CELF1
CBLB
ELMOD1
MARCH4
STX12
SFXN3
GFRA2
APBB1
CCDC90B
SYN1
RHOV
HSPA8
EPB41L1
TMEM106B
CHST8
DSG3
DNAJB5
ST7
KCNQ1OT1
FNBP1
SPATS2
SPON2
RP11-247C2.2
LINC00094
LIN7C
SLC8A2
BCAT1
COMMD3
MICAL3
SLC1A1
TRIM2
SPOCK2
RP11-385D13.3
MIR181A1HG
AP2B1
MICU3
RP11-58B17.2
PPFIBP1
TAOK3
ONECUT2
OPRL1
CAMSAP2
ARHGEF4
PPP1R1A
LUZP2
C6orf1
MAP3K9
CACNA1G
CHGB
LRP1
PPP2R5E
PDIK1L
RYR2
USP11
ATP1B1
ST8SIA3
GMDS
CCDC107
CNTN1
SMARCC2
ATP2B1
TNIK
PPAPDC2
USP15
LCMT1
PRMT10
LDLRAD4
TRIO
WIPF3
LIX1L
DGCR6
LNX1
KIFC3
YPEL4
EIF5
CYTH1
FHL1
NEIL1
CCDC96
POU3F1
C11orf63
RAB3C
NCOA1
RP11-260M19.1
SPAST
CELF6.1
CACNB3
CCSER2
SMPD3
AMER3
HMOX2
FAM134A
VEZT
CCDC115
ACVR1B
PPM1K
NLK
NFAT5
XKR6
DMXL2
ZFHX2
EPC1
AC159540.1
SHOC2
PARP6
HOOK1
ZFP69B
HCN3
THY1
SLC35F4
GABRA5
TRAM1L1
GRIN1
ATP6V1A
LRP12
TMEM63B
COL4A2
CACNA1B
PLEKHA5
DDX6
PFDN5
ATP6V1B2
PLCB2
ZNF804A
NEURL1
LAMP5
ZNF711
PNOC
SMARCA4
RAB9B
TNNT1
TLN2
GNRH1
EGR3
LSAMP
SLC38A1
GPR12
ITSN1
OSBP2
ABLIM3
ZNF652
KCTD1
SCAI
GPR19
KCNB2
FAM188A
PDE1C
PPP2R5B
NEO1
TACC2
TMEM191C
FBXO6
SYT16
TRDMT1
RP11-732M18.3
ZFR2
LONRF2
PJA2
B3GALNT1
REEP2
ATP8A2
SPOCK3
KCNJ6
RAB18
ATF6B
ZNF692
SCRT1
HPCAL4
C10orf82
LRRN3
LPPR3
MTF2
CDS1
FAR2
GRM5
CLTB
NTS
SMAP2
NPFFR2
ZNRF1
TBC1D19
KCND2
PCDH20
HAR1A
TMEM167A
GS1-72M22.1
TNFRSF21
GAS7
LRFN5
NPY5R
GPD1L
C3orf14
NKAIN1
GABBR2
CALN1
MCHR1
NPAS2
MIR137HG
MYO9A
PPP1R18
FUCA1
TRIM16L
RBM25
TPD52L1
PDE4DIP
MSL3
BRSK1
DMD
KCNJ3
DIRAS3
CLASP2
SLC37A1
PTPLB
LINC00205
SCRN1
CAMK2A
FAM13B
LAMB1
GALNT11
PDS5B
KIF3B
DZIP3
RP11-204E9.1
STK32B
IQSEC3
PHPT1
ZNF821
RP5-1024G6.8
CTIF
SLC45A1
GABRG3
CLK4
FAM131B
LRRC73
ST3GAL1
CPEB3
POGZ
CPT1C
KCNH2
TMEM91
RP11-1E4.1
CCDC74B
LINGO2
NCDN
RAC1
CES2
TNKS
ZDHHC17
RPS6KA2
SDC3
SPPL3
LMTK3
TRAPPC6B
CPNE4
FBXO2
VAPA
CCDC157
TCF20
SHISA7
HCCAT3
GPC3
MLLT4
CTD-2126E3.4
PNMA1
ANKZF1
SULT1A1
RNF146
NPTN
PSD
NRXN3
AC090627.1
TBC1D30
PLCL2
PITHD1
WBP1L
C12orf76
WDR47
FAM133A
DALRD3
MYL12B
NCOR1
MEX3A
NRCAM
KIAA2026
ARRB1
PRRC2C
ATP6V0D1
MMAA
FAM69A
RASAL2
EDIL3
SPRY1
RAB11FIP2
FBXL19
MGEA5
DTX3
AJAP1
ARHGAP44
TTC9
ARHGEF9
DOPEY1
AGAP2
HCRTR2
CYP4X1
KCNN2
FBXO16
DIRC3
RP11-125B21.2
ARID5B
KCNMB2
CKMT1B
SPATA20
UVRAG
AC006372.4
RP11-128A17.1
JMY
HERC1
GOLGA8B
CLSTN3
KLHL7
PTPRA
RELL2
LYST
ABHD14A
KB-1568E2.1
TSPYL4
HSPA12A
DUSP18
THRB
HS3ST4
SH2B2
GALNT2
MYC
HIST1H4E
AFAP1
TUBB4B
DYNC1H1
PAIP2
ZNF33B
CNTNAP3
RP11-378I6.1
ATP6AP2
PTN
ZBTB43
APBB3
RP11-357K6.1
CEP104
SFXN1
RUNDC3A
PWP1
CD27-AS1
SLC17A8
GRM7
CCDC64
ACTR3B
MCOLN1
MCF2L
RIMS1
TMEM121
PAPSS1
FTO
ABR
PXK
WNT7A
FCHO1
EPM2AIP1
AP1S3
FOXO3
FABP6
FABP7
STRIP1
AIMP1
PDE4A
TBL1X
PPP1R16A
PDE4D
BIVM
KRAS
REEP6
RP11-127B20.2
DDX24
AC023490.1
RHOBTB2
SH3KBP1
GAS6
LASP1
ATP1A1
ATP6AP1
FAM196A
CDH8
NLGN3
LINC00685
ZFHX4-AS1
ATCAY
NGRN
PJA1
VLDLR
TRIM3
RP11-576D8.4
PTPRE
RP11-399K21.13
CDC42BPA
B3GAT2
FAM168A
CEP290
CALB1
IQCE
SLC25A29
RIMKLB
PSD2
RANBP3
CACNA1H
KLHL29
UBE3D
SLC2A6
TRIQK
RP11-416N2.4
PACS1
PIP4K2B
CX3CL1
SNX32
PRR5
NACAD
GTF2H5
RRAS2
TENC1
SLC16A9
AHNAK2
ECEL1
GUCY1B3
KIRREL
MUTYH
SNHG9
KIAA0513
REM2
RP11-166O4.6
NME7
GABRB1
RGS7
IGSF21
SLC1A6
NARF
TPM1
BTN3A1
CGREF1
FAM50B
GPRASP1
CTC-503J8.6
CNTN5
BEGAIN
TMEM67
LSM11
ZKSCAN1
GPR82
MAPK8
PMEPA1
AC091878.1
ZDHHC23
DSCAML1
HDAC7
GPR137C
FGF12
AHDC1
GDAP1
ANKRD34A
SLCO5A1
PCDH11Y
PRR4
ARL8A
ADAM19
GRIP1
RNF152
ZNF883
ARMCX5
CALM1
RP11-15A1.3
RNF5
SERINC3
NR2F6
ACTR10
DDX17
KBTBD11
OPTN
CSRNP2
SLC25A42
MAFB
NAT16
RTN2
BCAS3
CPLX1
SYT7
KPNA4
LA16c-312E8.2
DYNC1LI2
ATP8A1
SMCR5
CYP2R1
DUSP1
KLHL5
HSD11B1L
SPEF2
SHB
CRK
PNISR
NCOA7
ACTR3
TAX1BP1
MTMR7
HEXDC
KCNIP4
LRRC16B
FRY-AS1
WDR61
PNRC1
CNTNAP3B
GAL3ST4
DACT3
MIEF2
ZNF704
C20orf96
SCUBE1
NDUFB11
SH2D3C
SBNO1
ZMAT2
RRAGA
RP11-686O6.2
PDRG1
RAB14
DHX57
FLRT2
NCKAP1
FAXC
DRD2
TPT1-AS1
NRG2
GRB2
SPIN1
SERPINI1
VMA21
MYO16
PLA2G4C
SLC35E2B
RP4-625H18.2
SHROOM2
HEATR5B
RHNO1
ANKRD44
VSTM2B
MIR4453
PTPRF
NUP93
PRPF6
RBMX2
BEND5
CDK5R2
STX1B
PCSK2
AC009501.4
CTC-340A15.2
DYNLL1-AS1
RP11-17A19.2
MACF1
SLC6A1
SAP30BP
BRWD1
ITGA3
SEPW1
RP11-191L17.1
PAK2
KIAA1549L
ORAI2
KIAA1549
IDH1
PRRG3
SPRYD3
B3GALT1
RP11-344P13.6
CACNG7
C1orf216
MACC1
TRAPPC4
SLC2A13
CLASP1
RP11-14N7.2
ERV3-1
RP11-242F4.2
DEAF1
KLF5
INTS10
GGPS1
ZNF471
TAF12
FAM212B-AS1
TSGA10
USP33
ARL9
CXorf23
SNHG15
FBXL3
IGSF9B
SMAD1
ZNF552
MMP16
SEPT5
BEND4
RP11-350F4.2
NOXO1
RASGRP1
TMEM231
PDP1
LRFN1
TULP4
NAV2
LINC00657
RCHY1
TMEM132B
CSDC2
NAGK
SCN9A
PNMAL1
CAMKK2
CDH13
INADL
UNKL
RP11-158I9.7
LYSMD2
PVRL2
ZFP1
UBA1
SLC4A3
FAM126B
FBXL2
UBE2V2
TMEM127
AP2A1
ABCA5
KCNK2
CCDC82
RP11-640M9.1
CNTNAP4
LEO1
UBE2O
CCP110
KBTBD6
SBF2
OSGEP
EVI5L
RABL2B
ARHGAP32
CARS
RP5-821D11.7
POT1-AS1
DTX1
CDK19
MBD5
YPEL5
MMP17
ZNF454
ADO
C19orf10
LRWD1
DGCR5
ZFC3H1
PHAX
GOT1
SETD7
DUSP15
TMEM150A
OSBPL10
MAP1LC3B
TENM4
TMEM44
WDR74
PHF20L1
BMPR2
CREBRF
LIN7B
CLIP2
LRRC47
DSTYK
UNC13A
SEPHS2
PTRH1
ECHDC1
ISY1
MALSU1
MEF2A
EPB41L3
TOX4
TRIB1
SDHA
YIPF3
ACVR2A
IRF2BP2
UBQLN2
TSPYL5
RIMS4
EID2
RBM4
ZBTB20
NOL4
CAMK1
CYB561
TRH
PGBD1
MARCH6
CSNK1G3
KCNK12
UBE2E3
CALCOCO1
CDIP1
CFDP1
CSDE1
LRIG2
MORC2-AS1
PCDHA9
LONP1
ZNF292
PTGFRN
RP11-1094M14.11
SON
RNF212
WDR45B
SAMD10
GALT
PRKCI
MRPS31
LIN7A
FBXO11
KB-1980E6.3
YIF1B
ISYNA1
TMOD2
KLC4
MSANTD4
GPS2
FTX
FGF11
ZCCHC18
RABAC1
ENOX1
RIMBP2
MAGEE1
ARMC10
CORO1A
MRPL27
UGCG
AGAP1
AL592183.1
BAIAP2-AS1
EXOSC1
AIM2
FZD7
NBEA
IGLON5
HECW2
JPH3
RP11-513I15.6
DCTN6
CCDC71L
RP11-192H23.6
ANAPC13
LINC00662
GRHL1
GMEB1
UPF3A
PCDHGB6
EAPP
NCS1
MPP2
HOOK2
SCUBE3
YARS
DHPS
PCDHGA5
HGSNAT
PPM1L
TRAPPC3
MXI1
NECAB1
PORCN
SMYD4
TTC5
TRIB3
ADARB1
SPATA2
THUMPD3
GPR161
CTD-2540M10.1
KPNA3
MRPL55
ZNF217
CMIP
CHID1
XKR4
MAP4K5
SNAI2
PHKB
GPBP1
SIGIRR
DPH6
RP11-380L11.4
HECTD4
ABI2
MBLAC2
ADPRHL2
RAE1
CCDC127
SLTM
EID2B
RP11-154H23.3
FAM45A
TTC13
EBAG9
CETN3
SNURF.1
SNRPN
TMF1
ERP29
IFT20
C3orf18
IP6K1
C20orf112
FCHSD2
NKAPL
CHMP5
UBASH3B
DAB1
GPAA1
FNIP2
CLCN2
TM2D1
FANCF
DRP2
SDHAF2
RRP1
KIAA0825
SOX15
ZFP37
TMEM241
CAPZA2
ASPHD2
PRKACB
PCMTD2
NTNG1
BBS9
DNMT3B
SEC63
VGF
KDM5C
SMCHD1
INTS4
POMGNT2
PSMD1
MTERFD2
UBA5
RP11-713P17.3
TWF2
DLD
CCPG1
RAB5A
DSCR3
ADPGK
NAPB
AP006222.2
CRY1
ZNF436
LYRM7
ZNF671
BTF3L4
RAPGEF2
MAPK8IP2
PRKAA2
DPH7
C5orf45
NDUFA4L2
RBM28
PTCHD2
LPIN2
RBM6
RNF19A
AC009133.14
ANKRD13D
PWWP2A
LRRC3
C1orf194
DNTTIP1
ANKHD1
SLC35B1
SAT1
PRMT7
CACNA1C-AS2
RASGEF1B
TBC1D25
CTD-3064H18.1
ATP6V1E2
PPP1R9B
RAB35
ST6GALNAC3
PRKD3
TTC14
RCAN2
TTBK1
VCPIP1
LRRN1
FAM160A2
NCOA6
PCBP3
PTDSS2
LRP8
KIAA0586
TVP23C
KIAA0355
SEC14L1
CKMT1A
SPATA13
MYOM2
N4BP2L2
ERBB4
GOLGA8A
PPP2CB
TMEM223
SUN1
RAP1GAP
SCYL2
SLC7A6OS
GOLGA6L4
COMMD1
SYNGAP1
ZNF814
SOBP
RP11-531A24.3
STARD4-AS1
TBCB
MPC1
ZYG11B
CTD-2314G24.2
DDX39B
ZNF627
AMPH
ADAR
P4HTM
CNTROB
NRL
RP1-34H18.1
RP11-635N19.1
QSOX1
FBXO28
RAD50
ARL16
CACNB1
ZFP14
RAC3
CACNA1C
DCTN5
ZNF300
HIST1H4I
ACSL6
MGAT5
DPP10
COX7A1
NDEL1
GABPA
DNALI1
MORN4
IMP3
MFAP3
LUC7L
TASP1
DNASE1
MAX
PLA2G12A
LSM10
TRAPPC2
ZNF540
ARL8B
OPCML
ZNF24
ALS2
HAX1
NAA30
EXOC6B
SLC23A2
RBCK1
ERI3
RSPH3
MAP3K10
MROH1
CIZ1
ACADVL
CXXC4
CATSPER2
APLP2
ERRFI1
AP000708.1
DBP
MRPS18B
WNK2
NUMA1
KRTCAP2
C17orf100
TRIM16
USP27X
TRAK2
CDRT4
WBP2NL
SCAMP5
MAGEE2
GLCE
CCDC66
CD47
PIK3IP1
CD59
WDR37
GPR155
NLGN4Y
SREK1
RP5-1148A21.3
ZNF83
ZNF589
MKRN2
TYW5
PPP1R7
GTF2H3
RALA
SPATA7
BAI1
TM2D2
RHOT2
KIF21A
IK
CBWD2
MAPKAPK5-AS1
TMEM199
TMEM259
KLHL3
ATP1B2
SEMA4F
TBC1D9
CYLD
TMEM87A
PRKAR1A
CACNA2D2
BABAM1
ANO4
RNF145
EPS8L1
GUK1
FBLL1
N4BP2
CLVS1
LYSMD3
CHST10
GSK3B
TOR2A
SEMA6C
CAMK2N1
MESDC1
ZBED1
KDM1B
RPRD1A
TMEM175
ADAMTS10
SEMA6A
PKNOX2
P2RY1
UBE3A
ATXN10
BCAS4
TCEAL7
PEAK1
C9orf89
MTMR9
C2orf68
ZNF274
PDXK
RAB15
CTD-2196E14.4
MICU1
GIGYF1
SERTAD2
ANK2
PAK1
PTPRS
LRRC40
PTPRO
BOLA1
PHF20
ACTR2
C14orf132
SNRNP35
CTA-445C9.14
FAM133B
EPOR
ECSIT
CEP78
LINC01011
ZCCHC14
AGO4
PAPOLG
AMN1
ZBTB14
SLC41A2
FAM8A1
BAG5
SEC61A2
PHACTR1
ASAP2
